Student_ID,Enrolled_Courses
Student_0860,"HTML/CSS, 리액트, 뷰(Vue), 파이썬 기초"
Student_0861,"HTML/CSS, 데이터 분석, 자바스크립트"
Student_0862,"웹 디자인 기초, 자바스크립트"
Student_0863,"데이터 분석, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0864,"HTML/CSS, 뷰(Vue), 웹 디자인 기초"
Student_0865,"SQL, 머신러닝, 태블로 시각화"
Student_0866,"HTML/CSS, 뷰(Vue), 웹 디자인 기초"
Student_0867,"리액트, 뷰(Vue), 웹 디자인 기초"
Student_0868,"리액트, 웹 디자인 기초, 자바스크립트"
Student_0869,"데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0870,"HTML/CSS, 리액트, 웹 디자인 기초"
Student_0871,"SQL, 데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0872,"SQL, 데이터 분석, 파이썬 기초"
Student_0873,"SQL, 데이터 분석, 머신러닝, 파이썬 기초"
Student_0874,"HTML/CSS, 뷰(Vue)"
Student_0875,"SQL, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0876,"머신러닝, 태블로 시각화, 파이썬 기초"
Student_0877,"HTML/CSS, 뷰(Vue)"
Student_0878,"데이터 분석, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0879,"HTML/CSS, 뷰(Vue), 웹 디자인 기초"
Student_0880,"리액트, 자바스크립트, 태블로 시각화"
Student_0881,"HTML/CSS, 리액트, 뷰(Vue), 자바스크립트"
Student_0882,"뷰(Vue), 자바스크립트"
Student_0883,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0884,"SQL, 머신러닝, 파이썬 기초"
Student_0885,"SQL, 데이터 분석, 태블로 시각화"
Student_0886,"SQL, 데이터 분석, 머신러닝"
Student_0887,"HTML/CSS, 리액트, 뷰(Vue), 자바스크립트"
Student_0888,"SQL, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0889,"HTML/CSS, 리액트"
Student_0890,"HTML/CSS, 뷰(Vue), 웹 디자인 기초"
Student_0891,"리액트, 자바스크립트"
Student_0892,"HTML/CSS, 뷰(Vue)"
Student_0893,"데이터 분석, 리액트, 자바스크립트"
Student_0894,"HTML/CSS, SQL, 리액트, 뷰(Vue), 자바스크립트"
Student_0895,"HTML/CSS, 리액트, 뷰(Vue), 자바스크립트"
Student_0896,"HTML/CSS, 뷰(Vue)"
Student_0897,"HTML/CSS, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_0898,"HTML/CSS, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0899,"SQL, 파이썬 기초"
Student_0900,"SQL, 데이터 분석, 파이썬 기초"
Student_0901,"리액트, 웹 디자인 기초"
Student_0902,"SQL, 데이터 분석, 파이썬 기초"
Student_0903,"머신러닝, 웹 디자인 기초, 자바스크립트, 태블로 시각화"
Student_0904,"SQL, 데이터 분석, 태블로 시각화"
Student_0905,"데이터 분석, 태블로 시각화"
Student_0906,"데이터 분석, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0907,"HTML/CSS, 리액트"
Student_0908,"HTML/CSS, SQL"
Student_0909,"HTML/CSS, 리액트"
Student_0910,"SQL, 머신러닝, 태블로 시각화"
Student_0911,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트, 파이썬 기초"
Student_0912,"HTML/CSS, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_0913,"SQL, 파이썬 기초"
Student_0914,"리액트, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0915,"데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0916,"SQL, 머신러닝"
Student_0917,"HTML/CSS, 자바스크립트"
Student_0918,"HTML/CSS, 리액트, 웹 디자인 기초"
Student_0919,"뷰(Vue), 웹 디자인 기초"
Student_0920,"리액트, 뷰(Vue), 웹 디자인 기초"
Student_0921,"HTML/CSS, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_0922,"뷰(Vue), 자바스크립트"
Student_0923,"머신러닝, 태블로 시각화, 파이썬 기초"
Student_0924,"SQL, 머신러닝, 파이썬 기초"
Student_0925,"웹 디자인 기초, 자바스크립트"
Student_0926,"HTML/CSS, 웹 디자인 기초"
Student_0927,"리액트, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0928,"데이터 분석, 리액트, 머신러닝, 태블로 시각화"
Student_0929,"HTML/CSS, 리액트, 뷰(Vue), 자바스크립트"
Student_0930,"뷰(Vue), 웹 디자인 기초"
Student_0931,"SQL, 뷰(Vue), 자바스크립트, 파이썬 기초"
Student_0932,"HTML/CSS, 웹 디자인 기초, 자바스크립트"
Student_0933,"SQL, 데이터 분석, 머신러닝, 파이썬 기초"
Student_0934,"SQL, 데이터 분석, 웹 디자인 기초"
Student_0935,"웹 디자인 기초, 태블로 시각화"
Student_0936,"SQL, 머신러닝, 파이썬 기초"
Student_0937,"SQL, 데이터 분석, 머신러닝, 웹 디자인 기초, 태블로 시각화"
Student_0938,"SQL, 데이터 분석, 리액트, 태블로 시각화, 파이썬 기초"
Student_0939,"SQL, 태블로 시각화"
Student_0940,"데이터 분석, 머신러닝"
Student_0941,"SQL, 데이터 분석, 머신러닝, 태블로 시각화"
Student_0942,"SQL, 데이터 분석, 태블로 시각화"
Student_0943,"HTML/CSS, SQL, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0944,"SQL, 데이터 분석, 태블로 시각화"
Student_0945,"SQL, 데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0946,"HTML/CSS, 리액트, 웹 디자인 기초"
Student_0947,"HTML/CSS, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_0948,"데이터 분석, 파이썬 기초"
Student_0949,"뷰(Vue), 자바스크립트"
Student_0950,"SQL, 데이터 분석, 머신러닝, 파이썬 기초"
Student_0951,"SQL, 태블로 시각화"
Student_0952,"SQL, 파이썬 기초"
Student_0953,"HTML/CSS, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0954,"SQL, 리액트, 파이썬 기초"
Student_0955,"리액트, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0956,"SQL, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0957,"HTML/CSS, 뷰(Vue), 자바스크립트"
Student_0958,"SQL, 데이터 분석, 태블로 시각화"
Student_0959,"SQL, 태블로 시각화"
Student_0960,"데이터 분석, 머신러닝"
Student_0961,"HTML/CSS, 리액트, 자바스크립트, 파이썬 기초"
Student_0962,"HTML/CSS, 뷰(Vue)"
Student_0963,"HTML/CSS, 머신러닝"
Student_0964,"HTML/CSS, 데이터 분석, 뷰(Vue), 태블로 시각화"
Student_0965,"웹 디자인 기초, 자바스크립트"
Student_0966,"머신러닝, 태블로 시각화, 파이썬 기초"
Student_0967,"SQL, 데이터 분석, 리액트, 태블로 시각화, 파이썬 기초"
Student_0968,"SQL, 데이터 분석, 파이썬 기초"
Student_0969,"데이터 분석, 리액트, 머신러닝, 파이썬 기초"
Student_0970,"데이터 분석, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0971,"SQL, 데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0972,"HTML/CSS, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_0973,"HTML/CSS, 머신러닝, 뷰(Vue)"
Student_0974,"SQL, 데이터 분석, 머신러닝, 태블로 시각화"
Student_0975,"HTML/CSS, 머신러닝, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0976,"머신러닝, 태블로 시각화, 파이썬 기초"
Student_0977,"SQL, 데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0978,"HTML/CSS, 뷰(Vue), 웹 디자인 기초, 파이썬 기초"
Student_0979,"SQL, 데이터 분석, 태블로 시각화"
Student_0980,"머신러닝, 파이썬 기초"
Student_0981,"뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0982,"데이터 분석, 태블로 시각화"
Student_0983,"데이터 분석, 머신러닝, 태블로 시각화"
Student_0984,"SQL, 데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0985,"HTML/CSS, 뷰(Vue), 자바스크립트"
Student_0986,"리액트, 뷰(Vue), 파이썬 기초"
Student_0987,"HTML/CSS, 데이터 분석, 리액트, 뷰(Vue), 자바스크립트"
Student_0988,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0989,"SQL, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0990,"SQL, 데이터 분석, 머신러닝, 태블로 시각화"
Student_0991,"HTML/CSS, 뷰(Vue), 웹 디자인 기초, 자바스크립트, 태블로 시각화"
Student_0992,"HTML/CSS, 뷰(Vue)"
Student_0993,"데이터 분석, 머신러닝, 파이썬 기초"
Student_0994,"데이터 분석, 머신러닝, 태블로 시각화"
Student_0995,"데이터 분석, 머신러닝"
Student_0996,"데이터 분석, 머신러닝, 태블로 시각화"
Student_0997,"HTML/CSS, 웹 디자인 기초"
Student_0998,"데이터 분석, 머신러닝, 뷰(Vue), 파이썬 기초"
Student_0999,"HTML/CSS, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_1000,"SQL, 머신러닝, 파이썬 기초"
